id,rule_desc,template,cron_expression,last_run,is_active
11.0,,"select * from shareholder_summaries where stock_symbol = 'ITC' order by timestamp desc

--SELECT stock_symbol, period, from_date, to_date, bse_shareholding_xbrl_url, nse_shareholding_xbrl_url 
--FROM utils.company_exchange_xbrls where stock_symbol = '543928' 

Select * from utils.split_bonus_utils where stock_symbol = 'ITC' ",0 0 * * *,,TRUE
12.0,Update sign of NI,"UPDATE profit_losses pl
SET consolidated_overrides = jsonb_build_object(
    'ProfitOrLossAttributableToNonControllingInterests',
    -1 * (pl.consolidated_json ->> 'ProfitOrLossAttributableToNonControllingInterests')::BIGINT
)
WHERE (stock_symbol, to_date, period, date_header) IN (    ('TRENT', '2023-03-31 23:59:59', 'Annual', 'Mar 2023'),
    ('DLF', '2018-12-31 23:59:59', 'Quarterly', 'Dec 2018'),
    ('DLF', '2018-03-31 23:59:59', 'Quarterly', 'Mar 2018'),
    ('DLF', '2017-03-31 23:59:59', 'Quarterly', 'Mar 2017'),
    ('HINDALCO', '2019-03-31 23:59:59', 'Annual', 'Mar 2019'),
    ('CGPOWER', '2025-06-30 23:59:59', 'Quarterly', 'Jun 2025'),
    ('CGPOWER', '2024-03-31 23:59:59', 'Annual', 'Mar 2024'),
    ('CGPOWER', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('APOLLOHOSP', '2019-12-31 23:59:59', 'Quarterly', 'Dec 2019'),
    ('LUPIN', '2022-06-30 23:59:59', 'Quarterly', 'Jun 2022'),
    ('ABCAPITAL', '2019-06-30 23:59:59', 'Quarterly', 'Jun 2019'),
    ('BIOCON', '2019-09-30 23:59:59', 'Quarterly', 'Sep 2019'),
    ('BIOCON', '2019-03-31 23:59:59', 'Quarterly', 'Mar 2019'),
    ('BIOCON', '2019-03-31 23:59:59', 'Annual', 'Mar 2019'),
    ('BIOCON', '2019-12-31 23:59:59', 'Quarterly', 'Dec 2019'),
    ('PEL', '2019-03-31 23:59:59', 'Annual', 'Mar 2019'),
    ('ASAHIINDIA', '2018-03-31 23:59:59', 'Annual', 'Mar 2018'),
    ('ASAHIINDIA', '2023-06-30 23:59:59', 'Quarterly', 'Jun 2023'),
    ('KAJARIACER', '2018-03-31 23:59:59', 'Annual', 'Mar 2018'),
    ('JINDALSAW', '2023-06-30 23:59:59', 'Quarterly', 'Jun 2023'),
    ('ZEEL', '2018-03-31 23:59:59', 'Annual', 'Mar 2018'),
    ('PVRINOX', '2025-03-31 23:59:59', 'Annual', 'TTM'),
    ('PVRINOX', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('SONATSOFTW', '2018-03-31 23:59:59', 'Quarterly', 'Mar 2018'),
    ('SHILPAMED', '2022-06-30 23:59:59', 'Quarterly', 'Jun 2022'),
    ('JKPAPER', '2019-03-31 23:59:59', 'Annual', 'Mar 2019'),
    ('ASHOKA', '2023-03-31 23:59:59', 'Quarterly', 'Mar 2023'),
    ('CAMLINFINE', '2019-03-31 23:59:59', 'Quarterly', 'Mar 2019'),
    ('543971', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('543971', '2025-03-31 23:59:59', 'Annual', 'TTM'),
    ('LUXIND', '2023-03-31 23:59:59', 'Annual', 'Mar 2023'),
    ('GLOBUSSPR', '2019-03-31 23:59:59', 'Annual', 'Mar 2019'),
    ('543928', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('543928', '2025-03-31 23:59:59', 'Annual', 'TTM'),
    ('543931', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('543931', '2025-03-31 23:59:59', 'Annual', 'TTM'),
    ('543895', '2025-03-31 23:59:59', 'Annual', 'TTM'),
    ('543895', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('523710', '2020-03-31 23:59:59', 'Annual', 'Mar 2020'),
    ('509162', '2024-03-31 23:59:59', 'Annual', 'Mar 2024'),
    ('543616', '2025-03-31 23:59:59', 'Annual', 'Mar 2025'),
    ('539984', '2023-12-31 23:59:59', 'Quarterly', 'Dec 2023'),
    ('539984', '2022-09-30 23:59:59', 'Quarterly', 'Sep 2022'),
    ('JHS', '2023-03-31 23:59:59', 'Annual', 'Mar 2023'),
    ('506919', '2022-09-30 23:59:59', 'Quarterly', 'Sep 2022'),
    ('511411', '2020-03-31 23:59:59', 'Annual', 'Mar 2020'),
    ('MADHUCON', '2021-12-31 23:59:59', 'Quarterly', 'Dec 2021'),
    ('501700', '2020-03-31 23:59:59', 'Annual', 'Mar 2020'),
    ('511601', '2023-03-31 23:59:59', 'Annual', 'Mar 2023'),
    ('540729', '2025-03-31 23:59:59', 'Annual', 'Mar 2025')
);",0 0 * * *,,TRUE
,Update SQL,"UPDATE utils.company_exchange_xbrls
SET
    pending_import = TRUE,
    pending_export = TRUE
WHERE stock_symbol = 'SASTASUNDR'
  AND bse_standalone_xbrl_url <> ''
  AND xbrl_id IN (
      282311,
      70900,
      70905,
      70910,
      70915,
      70920,
      70925,
      70930,
      70935,
      70940,
      70945,
      70950,
      70955,
      70960,
      70965
  );",0 0 * * *,,TRUE
1.0,High hare % incresse across rows,"WITH generic_symbols AS (
  SELECT json_data.key AS stock_symbol
  FROM generic_data gd
  JOIN LATERAL jsonb_each_text(gd.time_map) AS json_data(key, value) ON true
),
filtered_data AS (
  SELECT ss.*
  FROM shareholder_summaries ss
  INNER JOIN generic_symbols gs ON ss.stock_symbol = gs.stock_symbol
),
ordered_data AS (
  SELECT
    fd.stock_symbol,
    fd.to_date,
    (fd.shareholding_pattern ->> 'NumberOfShares')::BIGINT AS number_of_shares,
    fd.shareholding_pattern ->> 'NumberOfSharesOriginal' AS number_of_shares_original,
    LAG((fd.shareholding_pattern ->> 'NumberOfShares')::BIGINT) OVER (
      PARTITION BY fd.stock_symbol
      ORDER BY fd.to_date DESC
    ) AS prev_number_of_shares
  FROM filtered_data fd
),
with_percent_increase AS (
  SELECT
    stock_symbol,
    to_date,
    number_of_shares,
    number_of_shares_original,
    prev_number_of_shares,
    ROUND((number_of_shares - prev_number_of_shares) * 100.0 / prev_number_of_shares, 2) AS shares_percent_increase
  FROM ordered_data
  WHERE prev_number_of_shares IS NOT NULL
    AND prev_number_of_shares > 0
)
SELECT
  wpi.stock_symbol,
  cp.company_type, 
  wpi.to_date,
  wpi.number_of_shares,
  wpi.number_of_shares_original,
  wpi.prev_number_of_shares,
  wpi.shares_percent_increase,
  sbu.corp_action,
  sbu.numerator,
  sbu.denominator,
  sbu.ex_date,
  sbu.ex_date_override,
  sbu.comments,
  cp.market_cap,

  CASE
    WHEN sbu.corp_action IN ('Bonus', 'Rights') AND sbu.denominator != 0 THEN
      ROUND(1 + sbu.numerator::NUMERIC / sbu.denominator, 4)
    WHEN sbu.corp_action = 'Split' AND sbu.denominator != 0 THEN
      ROUND(sbu.numerator::NUMERIC / sbu.denominator, 4)
    ELSE NULL
  END AS multiplier,

  ROUND(wpi.number_of_shares::NUMERIC / NULLIF(wpi.prev_number_of_shares, 0), 4) AS share_ratio,
  ROUND(wpi.prev_number_of_shares::NUMERIC / NULLIF(wpi.number_of_shares, 0), 4) AS rev_share_ratio,

  CASE
    WHEN ROUND(wpi.number_of_shares::NUMERIC / NULLIF(wpi.prev_number_of_shares, 0), 4) =
         CASE
           WHEN sbu.corp_action IN ('Bonus', 'Rights') AND sbu.denominator != 0 THEN
             ROUND(1 + sbu.numerator::NUMERIC / sbu.denominator, 4)
           WHEN sbu.corp_action = 'Split' AND sbu.denominator != 0 THEN
             ROUND(sbu.numerator::NUMERIC / sbu.denominator, 4)
           ELSE NULL
         END THEN 'TRUE'
    ELSE ''
  END AS check_1,

  CASE
    WHEN ROUND(wpi.prev_number_of_shares::NUMERIC / NULLIF(wpi.number_of_shares, 0), 4) =
         CASE
           WHEN sbu.corp_action IN ('Bonus', 'Rights') AND sbu.denominator != 0 THEN
             ROUND(1 + sbu.numerator::NUMERIC / sbu.denominator, 4)
           WHEN sbu.corp_action = 'Split' AND sbu.denominator != 0 THEN
             ROUND(sbu.numerator::NUMERIC / sbu.denominator, 4)
           ELSE NULL
         END THEN 'TRUE'
    ELSE ''
  END AS check_2,

  DATE_PART('year', wpi.to_date) * 12 + DATE_PART('month', wpi.to_date) -
  (DATE_PART('year', sbu.ex_date) * 12 + DATE_PART('month', sbu.ex_date)) AS month_diff,

  CASE
    WHEN wpi.shares_percent_increase > 0 THEN 'Increase'
    WHEN wpi.shares_percent_increase < 0 THEN 'Decrease'
    ELSE 'No Change'
  END AS change_direction

FROM with_percent_increase wpi
LEFT JOIN utils.split_bonus_utils sbu ON wpi.stock_symbol = sbu.stock_symbol
LEFT JOIN company_profiles cp ON wpi.stock_symbol = cp.stock_symbol
WHERE ABS(wpi.shares_percent_increase) > 25
  AND cp.company_name NOT ILIKE '%Mutual Fund%'   -- ✅ Added condition
  AND cp.company_type in ('equity','SME')
  AND (sbu.comments = '' or sbu.comments is null or sbu.comments = 'Automated override')
ORDER BY wpi.shares_percent_increase DESC;",0 0 * * *,,TRUE
2.0,Duplicate in corporate action,"SELECT 
    stock_symbol,
    corp_action,
    numerator,
    denominator,
    ex_date
FROM 
    utils.split_bonus_utils
GROUP BY 
    stock_symbol,
    corp_action,
    numerator,
    denominator,
    ex_date
HAVING 
    COUNT(*) >= 2;",0 0 * * *,,TRUE
3.0,numerator = '0' or denominator = '0',Select * from utils.split_bonus_utils where ( numerator = '0' or denominator = '0'),0 0 * * *,,TRUE
4.0,Duplicate in corporate action - v2,"SELECT t.*,
       cp.company_type,
       cp.market_cap
FROM (
    SELECT *,
           COUNT(*) OVER (
               PARTITION BY stock_symbol, numerator, denominator, ex_date
           ) AS dup_cnt
    FROM utils.split_bonus_utils
) t
INNER JOIN company_profiles cp
    ON t.stock_symbol = cp.stock_symbol
WHERE t.dup_cnt > 1 and cp.company_type = 'SME'
ORDER BY t.stock_symbol, t.ex_date, t.numerator, t.denominator, t.id;",0 0 * * *,,TRUE
5.0,Dividend check,Select * from utils.dividend_utils where stock_symbol = '543782',0 0 * * *,,TRUE
6.0,All shareholding SUM <> 100%,"SELECT 
    ss.stock_symbol,
    cp.market_cap,
    jsonb_agg(
        jsonb_build_object(
            'date_header', ss.date_header,
            'promoter_shareholding_percentage', ROUND(COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'public_shareholding_percentage', ROUND(COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'total_shareholding_percentage', ROUND(
                (
                    COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0)
                ),
                2
            ),
            'number_of_shares_in_crore', ROUND((COALESCE((ss.shareholding_pattern::json ->> 'NumberOfShares')::numeric, 0) / 10000000), 2),
            'number_of_shareholders', COALESCE((ss.shareholding_pattern::json ->> 'NumberOfShareholders')::numeric, 0),
            'indian', ROUND(COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Indian' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'foreign', ROUND(COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Foreign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'institutions_domestic', ROUND(COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsDomestic' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'institutions_foreign', ROUND(COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsForeign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'govt', ROUND(COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'Goverments' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'non_institutions', ROUND(COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'NonInstitutions' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'non_promoter_institutions', ROUND(COALESCE((ss.axis_summaries::json -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0), 2),
            'total_shareholding_breakdown', ROUND(
                (
                    COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Indian' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Foreign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsDomestic' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsForeign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'Goverments' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'NonInstitutions' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
                    COALESCE((ss.axis_summaries::json -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0)
                ),
                2
            )
        )
        ORDER BY ss.date_header DESC
    ) AS shareholding_history
FROM public.shareholder_summaries ss
JOIN public.company_profiles cp
    ON cp.stock_symbol = ss.stock_symbol
WHERE 
    ROUND(
        (
            COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Indian' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'ShareholdingOfPromoterAndPromoterGroup' -> 'Foreign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsDomestic' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'InstitutionsForeign' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'Goverments' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'PublicShareholding' -> 'NonInstitutions' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0) +
            COALESCE((ss.axis_summaries::json -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'SharesHeldByNonPromoterNonPublicShareholders' -> 'aggregates' ->> 'ShareholdingAsAPercentageOfTotalNumberOfShares')::numeric, 0)
        ),
        2
    ) NOT BETWEEN 99 AND 101
GROUP BY 
    ss.stock_symbol,
    cp.market_cap order by cp.market_cap desc",0 0 * * *,,TRUE
7.0,"Stock symbols that are in share_ownerships but not in share_ownership_histories, and vice versa.","SELECT DISTINCT
    soh.stock_symbol,
	soh.date_header,
    'Missing in share_ownerships' AS missing_from,
    cp.market_cap
FROM share_ownership_histories soh
LEFT JOIN company_profiles cp
    ON cp.stock_symbol = soh.stock_symbol
WHERE NOT EXISTS (
    SELECT 1
    FROM share_ownerships so
    WHERE so.stock_symbol = soh.stock_symbol
)

UNION

SELECT DISTINCT
    so.stock_symbol,
	so.date_header, 
    'Missing in share_ownership_histories' AS missing_from,
    cp.market_cap
FROM share_ownerships so
LEFT JOIN company_profiles cp
    ON cp.stock_symbol = so.stock_symbol
WHERE NOT EXISTS (
    SELECT 1
    FROM share_ownership_histories soh
    WHERE soh.stock_symbol = so.stock_symbol
)

ORDER BY missing_from, stock_symbol;",0 0 * * *,,TRUE
